정비사업_매칭키,사업코드,순번,자치구,구역명,위치_지번주소,위치_도로명주소,공공민간,일반재촉,사업유형,추진단계,기존가구수,구역지정_최초,구역지정_변경최종,추진위원회승인일,조합설립인가일,건축심의일,사업시행인가_최초,사업시행인가_변경최종,관리처분인가_최초,관리처분인가_변경최종,이주개시일,이주완료일,착공일,공급세대수_합계,공급세대수_분양,공급세대수_임대
마포구|신촌지역(마포)3-3,1882,241,마포구,신촌지역(마포)3-3,노고산동31-77,백범로1길8,민간,일반,도시정비형 재개발,관리처분,29,2014-08-28,2020-12-17,,,2021-10-12,2022-02-17,,2022-09-01,,2019-07-17,2022-10-31,,288,237,51
마포구|신촌지역(마포)4-5,1885,242,마포구,신촌지역(마포)4-5,노고산동109-125,,민간,일반,도시정비형 재개발,구역지정,0,2014-08-28,2014-08-28,,,,,,,,,,,40,22,18
마포구|신촌지역(마포)2-7,1881,243,마포구,신촌지역(마포)2-7,노고산동57-20,신촌로18길9,민간,일반,도시정비형 재개발,관리처분,1,2014-08-28,2022-09-08,,,2023-04-11,2023-11-23,2023-11-23,2024-09-05,2024-09-05,2026-07-01,2027-07-01,,189,140,49
마포구|신촌지역(마포)4-9,1886,244,마포구,신촌지역(마포)4-9,노고산동106-9,백범로2길15,민간,일반,도시정비형 재개발,관리처분,13,2014-08-28,2022-10-20,,,2023-04-25,2024-01-25,2025-05-15,2025-11-13,,,,,286,210,76
마포구|공덕1,1153,245,마포구,공덕1,공덕동105-84,마포대로16길20,민간,일반,단독주택재건축,착공,701,2011-06-30,2020-10-22,2006-08-07,2014-03-28,2015-11-10,2017-02-23,2025-03-11,2018-04-19,2023-07-31,2018-04-19,2021-12-20,2023-10-23,1101,1051,50
마포구|성산시영아파트,1955,246,마포구,성산시영아파트,성산동446,월드컵북로235,민간,일반,공동주택재건축,조합설립,3710,2023-12-28,2023-12-28,2025-03-14,2025-12-22,,,,,,,,,4823,4307,516
마포구|마포로1-10,1873,247,마포구,마포로1-10,도화동536,토정로37길46,민간,일반,도시정비형 재개발,사업시행,90,1979-09-21,2022-03-03,2019-10-22,2020-06-04,2023-01-16,2025-04-05,,,,,,,231,185,46
마포구|마포로3-1,1878,248,마포구,마포로3-1,아현동617-1,마포대로193,민간,일반,도시정비형 재개발,착공,4,1979-09-21,2024-04-18,,,2021-08-24,2021-12-23,2024-05-20,2023-01-19,,2020-08-15,2021-05-28,2024-09-06,198,163,35
마포구|마포로1-34,1875,249,마포구,마포로1-34,도화동169-1,마포대로58,민간,일반,도시정비형 재개발,건축심의,0,1979-09-21,2022-06-16,,,2023-01-16,,,,,,,,44,0,44
마포구|마포로3-3,1879,250,마포구,마포로3-3,아현동613-10,마포대로19길8,민간,일반,도시정비형 재개발,착공,117,1979-09-21,2024-07-04,,,2008-09-18,2009-03-12,2020-06-25,2020-08-27,,2021-01-25,,2023-11-21,239,239,0
마포구|마포로1-58-2,1877,251,마포구,마포로1-58-2,도화동16-1,독막로319,민간,일반,도시정비형 재개발,착공,0,2004-05-15,2024-12-05,,,2021-12-09,2022-06-09,2025-08-28,2022-11-10,2025-12-18,,,2026-02-13,178,178,0
마포구|공덕6,2011,252,마포구,공덕6,공덕동119,마포대로14길일대,민간,일반,주택정비형 재개발,사업시행,85,2010-03-04,2019-01-03,2004-07-20,2021-03-16,2022-07-22,2024-06-20,,,,,,,166,155,11
마포구|공덕7,2538,253,마포구,공덕7,공덕동115-97,만리재옛6길11-1일대,민간,일반,주택정비형 재개발,조합설립,453,2024-05-30,2024-05-30,,2026-01-30,,,,,,,,,703,597,106
마포구|공덕8,2111,254,마포구,공덕8,공덕동11-24,만리재로12나길20,민간,일반,주택정비형 재개발,추진위,973,2024-12-05,2024-12-05,2026-01-16,,,,,,,,,,1564,1258,306
마포구|아현1,2022,255,마포구,아현1,아현동699,손기정로3,공공,일반,주택정비형 재개발,구역지정,2033,2026-05-28,,,,,,,,,,,,3476,2780,696
마포구|염리동 488-14번지 일대,2015,256,마포구,염리동 488-14번지 일대,염리동488-14,숭문16나길11일대,민간,일반,주택정비형 재개발,추진위,766,2025-12-18,,2026-01-16,,,,,,,,,,1120,862,258
마포구|합정7,2134,257,마포구,합정7,합정동381-49일대,양화로28-10,민간,재촉,도시정비형 재개발,착공,63,2022-11-17,2022-11-17,,,2023-02-28,2023-08-10,2024-07-11,2023-12-07,2025-08-14,2021-09-01,2023-12-31,2024-12-30,198,165,33
양천구|신정1-3,1417,258,양천구,신정1-3,양천구신정동606,양천구신월로216,민간,재촉,주택정비형 재개발,사업시행,176,2005-11-24,2011-07-07,2005-09-28,2007-03-26,2008-08-20,2009-03-18,2019-12-27,,,,,,211,175,36
양천구|신정3-1,1421,259,양천구,신정3-1,양천구신정동1190,양천구중앙로45길8-32,민간,재촉,도시정비형 재개발,추진위,222,2010-08-05,2010-08-05,2010-12-02,,,,,,,,,,155,148,7
양천구|신정3-2,1422,260,양천구,신정3-2,양천구신정동1182,양천구중앙로43길23,민간,재촉,도시정비형 재개발,추진위,163,2010-08-05,2010-08-05,2012-08-30,,,,,,,,,,155,146,9
송파구|가락미륭,1344,261,송파구,가락미륭,가락동138,동남로11길4,민간,일반,공동주택재건축,관리처분,435,2020-02-06,2024-09-19,2020-08-07,2021-04-14,2023-07-21,2024-06-27,2024-10-17,2025-12-01,,,,,614,521,93
양천구|목2동232번지일대,2332,262,양천구,목2동232번지일대,목2동232번지일대,양천구목동중앙본로18가길16,민간,일반,주택정비형 재개발,추진위,302,2025-09-25,,2026-02-05,,,,,,,,,,586,498,88
양천구|목2동523번지일대역세권,2839,263,양천구,목2동523번지일대역세권,목2동523-45번지일대,목동중앙북로114,공공,일반,도시정비형 재개발,조합설립,291,2026-02-12,2026-02-12,,2026-06-04,,,,,,,,,414,327,87
양천구|목동10단지,2787,264,양천구,목동10단지,양천구신정동311,양천구목동서로400,민간,일반,공동주택재건축,조합설립,2160,2025-07-31,2025-07-31,,2025-10-23,,,,,,,,,4050,3541,509
양천구|목동11단지,2803,265,양천구,목동11단지,양천구신정동325,양천구목동동로10,민간,일반,공동주택재건축,조합설립,1595,2025-11-13,2025-11-13,,2026-01-22,,,,,,,,,2679,2327,352
양천구|목동12단지,2667,266,양천구,목동12단지,양천구신정동326,양천구목동동로50,민간,일반,공동주택재건축,조합설립,1860,2025-03-13,2025-03-13,2025-09-11,2026-02-27,,,,,,,,,2810,2443,367
양천구|목동13단지,2668,267,양천구,목동13단지,양천구신정동327,양천구목동동로100,민간,일반,공동주택재건축,조합설립,2280,2025-03-13,2025-03-13,,2025-10-02,,,,,,,,,3852,3284,568
양천구|목동14단지,2669,268,양천구,목동14단지,양천구신정동331,양천구목동동로130,민간,일반,공동주택재건축,조합설립,3100,2025-03-06,2025-03-06,,2025-10-16,,,,,,,,,5123,4394,729
양천구|목동1단지,2812,269,양천구,목동1단지,양천구목동901,양천구목동서로38,민간,일반,공동주택재건축,조합설립,1882,2025-12-04,2025-12-04,,2026-02-19,,,,,,,,,3500,3087,413
양천구|목동2단지,2813,270,양천구,목동2단지,양천구목동902,양천구목동서로70,민간,일반,공동주택재건축,조합설립,1640,2025-12-04,2025-12-04,,2026-02-19,,,,,,,,,3389,2993,396
양천구|목동3단지,2814,271,양천구,목동3단지,양천구목동903,양천구목동서로100,민간,일반,공동주택재건축,추진위,1588,2025-12-04,2025-12-04,2025-12-11,,,,,,,,,,3317,2919,398
양천구|목동4단지,2790,272,양천구,목동4단지,양천구목동904,양천구목동서로130,민간,일반,공동주택재건축,조합설립,1382,2025-08-07,2025-08-07,2025-11-14,2026-05-21,,,,,,,,,2436,2143,293
양천구|목동5단지,2786,273,양천구,목동5단지,양천구목동912,양천구목동동로350,민간,일반,공동주택재건축,조합설립,1848,2025-09-04,2025-09-04,,2025-12-04,,,,,,,,,3930,3468,462
양천구|목동6단지,2608,274,양천구,목동6단지,양천구목동911,양천구목동동로430,민간,일반,공동주택재건축,건축심의,1362,2024-08-16,2024-08-16,,2025-05-22,2026-05-28,,,,,,,,2173,1900,273
양천구|목동7단지,2722,275,양천구,목동7단지,양천구목동925번지일대,양천구목동로212,민간,일반,공동주택재건축,추진위,2550,2025-09-04,2025-09-04,2026-01-12,,,,,,,,,,4341,3910,431
양천구|목동8단지,2665,276,양천구,목동8단지,양천구신정동314번지일대,양천구목동서로280,민간,일반,공동주택재건축,조합설립,1352,2025-03-13,2025-03-13,2025-09-11,2026-04-03,,,,,,,,,1881,1588,293
양천구|목동9단지,2784,277,양천구,목동9단지,양천구신정동312번지,양천구목동서로340,민간,일반,공동주택재건축,조합설립,2030,2025-07-31,2025-07-31,,2025-10-30,,,,,,,,,3957,3337,620
양천구|수정아파트,1733,278,양천구,수정아파트,신정동733-31,양천구신정로13길35,민간,일반,공동주택재건축,관리처분,220,2020-04-23,2021-12-30,,2021-01-18,2023-02-28,2023-12-18,2023-12-18,2024-12-31,,,,,276,248,28
양천구|신월5동77번지일대,2119,279,양천구,신월5동77번지일대,신월5동77-1일대,양천구화곡로8길15,공공,일반,주택정비형 재개발,조합설립,1284,2026-03-12,,,2026-06-18,,,,,,,,,1241,1040,201
양천구|신월7동1,2086,280,양천구,신월7동1,신월7동913번지일대,양천구지양로96,민간,일반,주택정비형 재개발,조합설립,2085,2025-01-23,,,2025-06-05,,,,,,,,,2681,2296,385
양천구|신월7동2,2103,281,양천구,신월7동2,신월7동941번지일대,양천구지양로7길14,공공,일반,주택정비형 재개발,조합설립,1549,2024-03-28,,,2024-06-25,,,,,,,,,2249,1835,414
양천구|신월시영,2789,282,양천구,신월시영,양천구신월동987-1,양천구신월로99,민간,일반,공동주택재건축,조합설립,2256,2025-08-07,,,2025-11-06,,,,,,,,,3149,2953,196
양천구|신정동1152번지일대,2066,283,양천구,신정동1152번지일대,신정동1152일대,양천구중앙로25길17,민간,일반,주택정비형 재개발,조합설립,411,2023-09-07,2023-09-07,,2024-06-18,,,,,,,,,956,705,251
강서구|방화6,1063,284,강서구,방화6,방화동608-97,방화대로25길13,민간,재촉,단독주택재건축,착공,402,2010-03-25,2022-02-24,2010-09-07,2017-04-03,2017-06-29,2018-11-05,2026-01-07,2021-08-04,2026-01-28,2021-09-27,2021-12-27,2025-09-08,557,537,20
강동구|삼익파크,1038,285,강동구,삼익파크,길동54,명일로293,민간,일반,공동주택재건축,관리처분,1092,2020-02-13,2020-02-13,2020-08-27,2021-01-14,2022-07-26,2025-03-24,,2026-03-11,,,,,1384,1238,146
강서구|방화5,1062,286,강서구,방화5,공항동18,방화대로21길70,민간,재촉,단독주택재건축,관리처분,1822,2017-08-17,2021-07-22,2018-04-26,2019-07-17,2020-12-22,2022-04-20,,2024-09-11,,2024-12-24,2025-06-23,,1657,1596,61
강서구|신안빌라,1059,287,강서구,신안빌라,마곡동327-53,방화대로34길120,민간,일반,공동주택재건축,사업시행,234,2012-08-09,2025-10-10,2023-02-06,2023-07-05,2025-04-24,2026-04-29,,,,,,,365,358,7
성북구|보문5,1266,288,성북구,보문5,보문동1가196-11,고려대로6길16-5일대,민간,일반,주택정비형 재개발,착공,223,2010-06-10,2018-05-17,2005-10-21,2010-08-24,2017-11-07,2018-07-12,2023-09-04,2020-02-06,2023-05-18,2021-11-02,,2023-06-08,199,199,0
강서구|방화2,2088,289,강서구,방화2,방화동589-13,초원로38-14,민간,재촉,주택정비형 재개발,건축심의,495,2024-03-21,2025-11-27,,2024-08-16,2026-03-19,,,,,,,,740,633,107
강서구|염창동우성1·2차·삼천리아파트,2856,290,강서구,염창동우성1·2차·삼천리아파트,염창동66-9,양천로67길77,민간,일반,공동주택재건축,추진위,602,,,2026-02-13,,,,,,,,,,996,763,233
구로구|개봉3,1082,291,구로구,개봉3,고척동311-14,,민간,일반,단독주택재건축,조합설립,438,2010-05-13,2023-12-28,2006-04-27,2019-08-02,,,,,,,,,2177,1880,297
구로구|고척4,1081,292,구로구,고척4,고척동148,,민간,일반,주택정비형 재개발,착공,359,2014-03-13,2023-07-24,,,2018-02-01,2018-12-20,2025-03-17,2021-06-10,2024-08-26,2021-12-01,2023-01-30,2025-05-01,983,835,148
"구로구|대흥,성원,동진빌라",1084,293,구로구,"대흥,성원,동진빌라",온수동45-32,경인로5(온수동),민간,일반,공동주택재건축,사업시행,741,2014-06-01,2025-01-23,2008-09-10,2016-02-17,2017-08-29,2018-11-15,2018-11-15,,,,,,1455,1373,82
구로구|오류동현대연립,1085,294,구로구,오류동현대연립,오류동156-15,오류로62-15(오류동),민간,일반,공동주택재건축,관리처분,240,2015-07-30,2019-11-28,2016-05-25,2018-04-11,2020-06-17,2021-05-06,2024-09-12,2023-07-26,,2024-07-01,2024-11-30,,447,408,39
구로구|보광아파트,1086,295,구로구,보광아파트,구로동440,가마산로231(구로동),민간,일반,공동주택재건축,관리처분,340,2016-03-31,2024-06-13,2017-05-02,2020-04-28,2021-08-31,2023-03-10,2025-03-13,2026-06-11,,,,,675,675,0
구로구|고척동산업인아파트,1087,296,구로구,고척동산업인아파트,고척동57-9,경인로47다길43(고척동),민간,일반,공동주택재건축,사업시행,342,2016-11-10,2022-02-22,2018-11-20,2021-05-12,2023-05-30,2024-06-05,2024-06-13,,,,,,367,367,0
서초구|방배5,1284,297,서초구,방배5,방배동946-8,서초구서초대로8길27-5,민간,일반,단독주택재건축,착공,2551,2010-09-02,2024-03-21,2004-12-16,2012-05-10,2012-12-26,2013-07-29,2026-01-08,2016-07-14,2024-07-25,2018-06-18,2020-11-30,2022-07-28,3064,2798,266
구로구|가리봉1구역,2320,298,구로구,가리봉1구역,가리봉동115번지일대,우마2가길28,민간,일반,주택정비형 재개발,조합설립,1369,2025-04-17,,2025-10-01,2026-05-20,,,,,,,,,2259,1650,609
구로구|가리봉2구역,2089,299,구로구,가리봉2구역,가리봉87-177,구로동로5길23-21,민간,일반,주택정비형 재개발,조합설립,610,2025-03-13,,2025-10-01,2026-05-28,,,,,,,,,1214,931,283
구로구|고척동253번지일대,2321,300,구로구,고척동253번지일대,고척동253번지일대,고척로41가길21,민간,일반,주택정비형 재개발,추진위,1738,2025-04-24,,2025-11-06,,,,,,,,,,1469,1243,226
구로구|구로우성아파트,2664,301,구로구,구로우성아파트,구로동23,공원로6가길67,민간,일반,공동주택재건축,구역지정,344,2025-03-26,2025-03-26,,,,,,,,,,,522,453,69
구로구|남구로역세권공공임대주택도시정비형재개발정비구역,2525,302,구로구,남구로역세권공공임대주택도시정비형재개발정비구역,구로동715-24번지일대,구로동로11길10일대,민간,일반,도시정비형 재개발,사업시행,153,2020-02-27,,,,2022-12-22,2024-02-16,2024-08-28,,,,,,299,214,85
구로구|서울가든빌라,2198,303,구로구,서울가든빌라,오류동97-4,,민간,일반,공동주택재건축,구역지정,339,2024-03-07,2024-03-07,,,,,,,,,,,653,582,71
구로구|신도림동293번지일대,1089,304,구로구,신도림동293번지일대,신도림동293,구로중앙로42길,민간,일반,도시정비형 재개발,구역지정,1384,2012-10-25,2012-10-25,,,,,,,,,,,2722,2219,503
구로구|우신빌라,2345,305,구로구,우신빌라,궁동213-21,,민간,일반,공동주택재건축,구역지정,762,2023-12-28,2023-12-28,,,,,,,,,,,1127,1063,64
구로구|한효아파트,2516,306,구로구,한효아파트,고척동52-332,,민간,일반,공동주택재건축,구역지정,290,2023-01-05,2024-12-19,,,,,,,,,,,440,407,33
금천구|시흥무지개아파트,1093,307,금천구,시흥무지개아파트,시흥동109-1,시흥대로73길11,민간,일반,공동주택재건축,사업시행,662,2017-02-16,,,2018-03-15,2020-05-12,2021-06-30,,,,,,,993,865,128
금천구|시흥동현대아파트,1094,308,금천구,시흥동현대아파트,시흥동220-2,탑골로3길50,민간,일반,공동주택재건축,착공,140,2019-12-31,2020-11-02,,2020-05-04,2020-11-25,2022-02-28,2024-07-23,2023-01-06,2024-04-11,2023-04-10,2023-07-22,2024-09-13,219,219,0
금천구|독산1구역재개발구역,2450,309,금천구,독산1구역재개발구역,독산2동1036번지일대,시흥대로106길38일대,민간,일반,주택정비형 재개발,조합설립,0,2026-03-12,,,2026-06-25,,,,,,,,,2078,1720,358
금천구|독산2구역재개발구역,2452,310,금천구,독산2구역재개발구역,독산2동1072번지일대,시흥대로88가길52일대,민간,일반,주택정비형 재개발,추진위,0,2026-03-12,,2025-12-12,,,,,,,,,,2065,1711,354
금천구|독산시흥,2191,311,금천구,독산시흥,시흥1동871번지일대,시흥대로74길20일대,민간,일반,주택정비형 재개발,조합설립,0,2025-01-16,,,2025-08-21,,,,,,,,,2072,1730,342
금천구|시흥1,2031,312,금천구,시흥1,시흥동810,독산로32길일대,민간,일반,주택정비형 재개발,구역지정,0,2024-07-11,,,,,,,,,,,,1170,945,225
영등포구|신길10,1908,313,영등포구,신길10,신길동3590,신길로108,민간,재촉,공동주택재건축,착공,573,2007-11-29,2007-11-29,2004-02-25,2018-01-18,2019-10-08,2021-05-31,2026-06-08,2022-11-10,,2023-03-01,2024-05-30,2026-06-22,812,735,77
영등포구|여의도광장아파트28번지,1821,314,영등포구,여의도광장아파트28번지,여의도동28,여의나루로7,민간,일반,아파트지구재건축,조합설립,576,2006-01-12,,2009-07-27,2019-06-05,,,,,,,,,1314,1095,219
영등포구|여의도광장아파트38-1번지,1820,315,영등포구,여의도광장아파트38-1번지,여의도동38-1,여의나루로12,민간,일반,아파트지구재건축,조합설립,168,2006-01-12,,2023-01-19,2024-08-06,,,,,,,,,414,242,172
영등포구|여의도대교아파트,1818,316,영등포구,여의도대교아파트,여의도동41,국제금융로7길20,민간,일반,아파트지구재건축,관리처분,576,2024-09-26,,2023-02-28,2024-02-06,2025-02-27,2025-08-28,,2026-05-19,,,,,1012,866,146
영등포구|여의도목화아파트,1826,317,영등포구,여의도목화아파트,여의도동30,여의나루로126,민간,일반,아파트지구재건축,조합설립,312,2006-01-12,2026-01-02,2009-03-16,2022-09-29,,,,,,,,,401,325,76
영등포구|여의도미성아파트,1813,318,영등포구,여의도미성아파트,"여의도동37,37-1",의사당대로108,민간,일반,아파트지구재건축,추진위,577,2006-01-12,,2009-09-16,,,,,,,,,,0,0,0
영등포구|여의도삼부아파트,1825,319,영등포구,여의도삼부아파트,"여의도동30-2,3",국제금융로7길27,민간,일반,아파트지구재건축,추진위,866,2006-01-12,,2020-08-04,,,,,,,,,,0,0,0
영등포구|여의도삼익아파트,1819,320,영등포구,여의도삼익아파트,여의도동51,국제금융로109,민간,일반,아파트지구재건축,조합설립,360,,,,2023-11-02,,,,,,,,,648,550,98
영등포구|여의도시범아파트,1822,321,영등포구,여의도시범아파트,여의도동50,63로45,민간,일반,아파트지구재건축,건축심의,1584,2025-02-13,,2008-05-14,2017-07-01,2025-11-13,,,,,,,,2491,2147,344
영등포구|여의도은하아파트,1815,322,영등포구,여의도은하아파트,여의도동52,63로7,민간,일반,아파트지구재건축,조합설립,360,,,,2023-11-30,,,,,,,,,699,594,105
영등포구|여의도장미아파트,1817,323,영등포구,여의도장미아파트,여의도동40,국제금융로7길32,민간,일반,공동주택재건축,조합설립,196,1976-08-21,2006-01-12,,2026-05-21,,,,,,,,,0,0,0
영등포구|여의도한양아파트,1824,324,영등포구,여의도한양아파트,여의도동42,국제금융로79,민간,일반,아파트지구재건축,사업시행,588,2024-03-21,,,2022-08-04,2024-12-23,2025-10-31,,,,,,,992,814,178
영등포구|영등포1-11,1918,325,영등포구,영등포1-11,영등포동5가30,영중로20길2,민간,재촉,도시정비형 재개발,사업시행,540,2005-12-22,2005-12-22,2010-02-17,2020-11-26,2024-04-30,2025-05-14,,,,,,,818,647,171
영등포구|영등포1-12,1920,326,영등포구,영등포1-12,영등포동5가22-3,영중로14길9-3,민간,재촉,도시정비형 재개발,조합설립,296,2005-12-22,2005-12-22,2018-06-14,2019-11-19,,,,,,,,,1182,947,235
영등포구|영등포1-13,1922,327,영등포구,영등포1-13,영등포동5가32-8,영중로22길23,민간,재촉,도시정비형 재개발,착공,588,2005-12-22,2005-12-22,2008-06-13,2010-04-28,2018-06-12,2019-12-30,2023-10-19,2021-07-12,,2021-09-24,2022-11-23,2025-05-13,659,398,261
영등포구|영등포1-2,1911,328,영등포구,영등포1-2,영등포동7가76-5,영중로94,민간,재촉,도시정비형 재개발,사업시행,2,2005-12-22,2005-12-22,2008-02-05,2008-04-08,2021-04-15,2024-06-07,,,,,,,218,149,69
영등포구|문래동국화아파트,1833,329,영등포구,문래동국화아파트,문래동3가76-1,도림로462,민간,일반,공동주택재건축,조합설립,270,2020-12-03,2020-12-03,2022-01-19,2024-11-28,,,,,,,,,354,324,30
영등포구|문래동남성아파트,1829,330,영등포구,문래동남성아파트,문래동2가35,경인로77길19,민간,일반,공동주택재건축,사업시행,390,2013-09-05,2013-09-05,2009-08-26,2017-08-26,2020-10-13,2021-07-23,,,,,,,488,436,52
영등포구|문래동진주아파트,1830,331,영등포구,문래동진주아파트,문래동5가22,선유로9길31,민간,일반,공동주택재건축,착공,160,2015-11-19,2015-11-19,,2017-12-21,2020-09-15,2021-05-20,,2023-08-17,,2024-08-26,2025-01-27,2026-03-03,324,284,40
영등포구|신길동삼성아파트,1832,332,영등포구,신길동삼성아파트,신길동4759,여의대방로45,민간,일반,공동주택재건축,건축심의,384,2015-08-13,2015-08-13,2016-06-11,2018-01-26,2020-09-15,,,,,,,,562,468,94
영등포구|신길동우성2차·우창아파트,1834,333,영등포구,신길동우성2차·우창아파트,신길동4501,여의대방로5길2,민간,일반,공동주택재건축,사업시행,939,2020-07-02,2020-07-02,,2020-09-24,2023-07-25,2024-11-14,,,,,,,1212,1104,108
영등포구|양평13,1867,334,영등포구,양평13,양평동2가33-20,선유서로25길6-5,공공,일반,도시정비형 재개발,사업시행,389,2009-09-24,2023-12-28,2008-08-29,2010-04-12,2025-02-27,2010-12-02,2025-12-18,,,,,,557,353,204
영등포구|양평동신동아아파트,1831,335,영등포구,양평동신동아아파트,양평동1가20,선유서로76,민간,일반,공동주택재건축,건축심의,495,2011-06-30,2011-06-30,2009-04-24,2020-12-08,2026-03-05,,,,,,,,563,507,56
영등포구|여의도공작아파트,1803,336,영등포구,여의도공작아파트,여의도동21-2,여의대로6길17,민간,일반,공동주택재건축,조합설립,373,2022-11-17,2022-11-17,,2023-02-23,,,,,,,,,585,499,86
영등포구|여의도수정아파트,1802,337,영등포구,여의도수정아파트,여의도동32,국제금융로7길1,민간,일반,공동주택재건축,구역지정,329,2025-05-22,,,,,,,,,,,,498,437,61
영등포구|여의도진주아파트,1812,338,영등포구,여의도진주아파트,여의도동54-4,국제금융로108-6,민간,일반,공동주택재건축,추진위,376,2025-04-03,,2025-06-02,,,,,,,,,,578,490,88
